# DL iota
1.402774008904096661e+02 5.922393091213344896e-01
2.155851854212124294e+02 3.338261570654436072e-01
1.416351907212151957e+02 5.190280879210297238e-01
1.993892252337522564e+02 7.234741777217079672e-02
1.659947354551905789e+02 7.096553466362278684e-01
1.583288286089453720e+02 6.585106657797008545e-01
1.554578081212041241e+02 4.944630733211803353e-01
1.544160606951183752e+02 3.523163300194784298e-01
1.403946186652106860e+02 3.926661149492272074e-01
1.689970258361094579e+02 3.345793116150286295e-01
1.912117993744310809e+02 3.436415363977276538e-01
1.640690111599027432e+02 3.744798793085612476e-01
1.620784346350526164e+02 3.646826276703922787e-01
1.898749355863573669e+02 6.124404109157461917e-01
1.824483416327292673e+02 4.181062610365975374e-01
1.661116040965607965e+02 1.294224289113305171e-01
1.554040672215540155e+02 6.115161844778218558e-01
1.516603957504906930e+02 2.990593788163259381e-01
1.519812356360551462e+02 6.386071588680373168e-01
2.229439872291521851e+02 3.625302164585604836e-01
1.173098953596586540e+02 8.793507308782855247e-01
1.481116673925507996e+02 6.908207023285450887e-01
1.171203368695491633e+02 7.467511894774334635e-01
1.693648614388511078e+02 1.603358203867839560e-01
1.776753489838092435e+02 4.052193179521116351e-01
1.440060905242083038e+02 6.038909538933198151e-01
1.598555616612113965e+02 8.330423522211920506e-01
1.275563458124623821e+02 9.560303122245641383e-01
1.856429350843068562e+02 4.337363081110319207e-01
1.811913732260908887e+02 2.091265849633057172e-01
1.384485914778514086e+02 7.635775204198109734e-01
1.791142252164017066e+02 2.146699634811256585e-01
2.006145729477625821e+02 2.747537136384616829e-01
1.737160523594239123e+02 1.167776323080547130e-01
1.839584884273166665e+02 3.176138046774217294e-01
1.546108802275478524e+02 4.284182033032979398e-01
1.173561583413528524e+02 5.955198775066509187e-01
1.690643369270297569e+02 2.824487613220084681e-01
1.538829493013340937e+02 4.950113968912930318e-01
1.021477857807439733e+02 9.917248177513160456e-01
1.139954891355912991e+02 3.194929454055612794e-01
1.861896647694027251e+02 4.102215085400588435e-01
1.091962113494452069e+02 6.723133874862716741e-01
1.297840143121026699e+02 8.183992033349563044e-01
2.092804845204132107e+02 3.224347897019409492e-01
1.637544833796389980e+02 5.620513151316728351e-01
2.238218189652185686e+02 4.013647285002998610e-01
1.669897498040353696e+02 2.915980686928105747e-01
1.710837525217270070e+02 3.125475065728715030e-01
1.240523774185998178e+02 4.334114447731340358e-01
1.599051795182007822e+02 1.763217758047296302e-01
1.656018405019999307e+02 7.301395617122508064e-01
1.341500858628825483e+02 5.200434094185818479e-01
1.619923045069304237e+02 2.995517478962261282e-01
1.200280710836434253e+02 2.360223520882412107e-01
1.210317695683275332e+02 7.977890849954789587e-01
1.169169462401182358e+02 8.257343862233428311e-01
1.787879429973069421e+02 2.969668712508726216e-01
1.847020808714646023e+02 4.886440601490563140e-01
1.413843717974170033e+02 4.361003746104417655e-01
1.623720261569272623e+02 1.459952381319813419e-01
1.778872039440056483e+02 7.683812113441808034e-01
8.846972156028628831e+01 7.781421839262812057e-01
2.002828056777678398e+02 3.740903737865020062e-01
1.550539909409932307e+02 9.259034408289797957e-01
1.604992254923595851e+02 2.107804319227634671e-01
1.384226304163107102e+02 4.003312995636711946e-01
2.045143940973097472e+02 3.778073026001194101e-01
1.307840131216677833e+02 1.252185619966978969e-01
2.277789803928619108e+02 2.268013075403025880e-01
1.511197929735826051e+02 5.971617394619483932e-01
1.837682277681251151e+02 4.507366740039261410e-01
1.662021163666483687e+02 4.374968033496756670e-01
1.763290276312933997e+02 1.053938479847083137e-01
1.119775553414084612e+02 8.615455614175254739e-01
1.270342149488517691e+02 6.488089199567834697e-01
1.592414224677954451e+02 8.430952174714072267e-02
1.642196758717828118e+02 3.057725864119471559e-01
1.492444421026220596e+02 8.504442738618791520e-01
1.844157563892510439e+02 2.229464737517283801e-01
1.229845534618558531e+02 7.335884807438226574e-01
1.740126777219698795e+02 4.408965673508675742e-01
1.345800324413294788e+02 4.083494662705584588e-01
1.416351907212151957e+02 5.190280879210297238e-01
1.534849021451843498e+02 7.922678014334447738e-01
1.940911969345302737e+02 4.736330329597488453e-01
1.418467136283670698e+02 3.979652036037505947e-01
1.222371078730882772e+02 6.326043333428774673e-01
1.482350455072934210e+02 7.777117326035115630e-01
1.564833605517214039e+02 5.614583438377167557e-01
1.257878938810159042e+02 6.614759262249566563e-01
1.298653089359797264e+02 7.513184291244496826e-01
1.408214813718677192e+02 6.219666569453607963e-01
1.821934322534143575e+02 5.578734384876546937e-01
1.208611046780491591e+02 3.986897593077547985e-01
1.453167819851668696e+02 6.187869883300135543e-01
1.105464532128414845e+02 9.580324629594170194e-01
1.184261215343087912e+02 8.737734728897637027e-01
1.470433684288807683e+02 3.306024216039787356e-01
1.440410700877732211e+02 2.734594397666595955e-01
1.704717987443699485e+02 3.745990687593075408e-01
1.774132946413434695e+02 4.446304679056440334e-01
1.968922223817911004e+02 5.105023032296847063e-01
1.952642760990448778e+02 4.350756434428394992e-01
1.065177731237839254e+02 5.013060171789317510e-01
1.717402762850346392e+02 3.857821968451471406e-01
1.682089979369307855e+02 3.896929522236209920e-01
1.346819626939154659e+02 7.543075507810051983e-01
1.235601672194860896e+02 7.246437984562730250e-01
1.292872103081619741e+02 7.434363791147352574e-01
1.892113587899061429e+02 3.257617459621711120e-01
1.401883018219319865e+02 5.658902378745036543e-01
1.175831378294193854e+02 8.175502608393749870e-01
1.646158271077894426e+02 4.562001819331749919e-02
1.307921724518048450e+02 2.354665248036345027e-01
1.601392926764937954e+02 8.017110184372917558e-01
1.506966268034041434e+02 1.508649306852354322e-01
1.325732084968473430e+02 9.236554364356081015e-01
1.673734404220488159e+02 8.113620271755097590e-01
2.120909353916619295e+02 3.232920529225802864e-01
1.685676171792365210e+02 3.832512406727386356e-01
1.560308886855470973e+02 8.224121884370233504e-01
1.720848880229424367e+02 6.381820367242250214e-01
1.647914926491512233e+02 2.820641212983971968e-01
1.769031083670365945e+02 6.328969604002652183e-01
1.712178221026244955e+02 3.516235253601083244e-01
2.266539241724124736e+02 3.773761527142560079e-01
1.535268528913802015e+02 7.748912914741020730e-01
1.532778122824553293e+02 3.532605160700361679e-01
1.656655001871036177e+02 5.477907305354764445e-01
1.913891832758428393e+02 5.708021563437082335e-01
1.371209357136922335e+02 4.741994559160165323e-01
1.437699043098456855e+02 7.407917967153343497e-01
9.676142017073179602e+01 8.308976946306803057e-01
1.598152022024972609e+02 2.805272049837337911e-01
2.075905027837548005e+02 7.527118783344545483e-02
1.635378961065682688e+02 6.774134830721592060e-01
1.655382038030218439e+02 5.719270999683994106e-01
1.642789472682514713e+02 2.117684389865424066e-01
1.883555257963710972e+02 3.572362421440398172e-01
1.343528545303747705e+02 7.395835556803680433e-01
1.409451023303346631e+02 3.484134318355893711e-01
1.450248089422458122e+02 4.772956650145311897e-01
1.881996489928849314e+02 5.689424009449427500e-01
1.697561882627241800e+02 1.215419014259819797e-01
1.884953732623575320e+02 1.452604002347931966e-01
1.831560624574320570e+02 2.822882971125507678e-01
1.546507862505435469e+02 7.630086883340370107e-01
1.665183688688799748e+02 1.138461919599449423e-01
1.402442883394411695e+02 1.134325912769078570e+00
1.096195015209372485e+02 5.401953857828711847e-01
1.709264470088742769e+02 1.982992083356910629e-01
1.656257492756198531e+02 5.814078703094617273e-01
1.801597296389687415e+02 1.674616150376167234e-01
1.718709142124752134e+02 3.546360138316919652e-01
1.484201238689587967e+02 4.009691366175642258e-01
1.760778389612909791e+02 4.457375571534569758e-01
1.393647711443332469e+02 7.714464182353237831e-01
9.475011289047225205e+01 3.847476482525791219e-01
1.771987454299256513e+02 6.867293080044638565e-01
1.243117641803435021e+02 8.052286663091099417e-01
1.760669775698426918e+02 3.093619999385736064e-01
2.211731727364841618e+02 2.096385868523190921e-01
9.373068439884841041e+01 1.296048233896462509e+00
9.908847283951759266e+01 9.462141328737421198e-01
1.336414729597778717e+02 7.045543052350451418e-01
2.034552360693497235e+02 3.334800869461229667e-01
1.847040347946546035e+02 4.222576640728172848e-01
1.691974177563703279e+02 4.379570042372056271e-01
1.456915851048995876e+02 3.797746612232444363e-01
1.503939098318608387e+02 5.015909200762720399e-01
1.752238941512544841e+02 5.109356587225268864e-01
1.513759986509672046e+02 4.266543050249249625e-01
1.591666230387348548e+02 6.867587357170163997e-01
1.349252268230252412e+02 3.888063864909261369e-01
1.617052861848035548e+02 2.423920335863423425e-01
1.904762595514829115e+02 3.252599293399836000e-01
1.712258421318250043e+02 1.972373687846000756e-01
1.522160813685949563e+02 7.326338350186597514e-01
1.783798075333315580e+02 5.100919857259473833e-01
1.605368094241299275e+02 7.432023964351688328e-01
1.332701098695581265e+02 4.327723665842151402e-01
1.220302353749376607e+02 8.274256978676617358e-01
1.694439292202571323e+02 3.431708810478690808e-01
1.407884173816029261e+02 4.991937351223764696e-01
1.775713465942394009e+02 4.277154921134709298e-01
1.478703395129673765e+02 7.445876931330550619e-01
1.753912878404133551e+02 6.294727573912943797e-01
1.664896078335637242e+02 3.828621542295476132e-01
1.365554930081568159e+02 9.038482120524236052e-01
1.844295829961383788e+02 3.293794928470918371e-01
1.561524639516809714e+02 4.772672325011830807e-01
1.194353830443782556e+02 2.342950507465619836e-01
1.673131726188915138e+02 5.003935453542692757e-01
1.674865840581753389e+02 2.386766859207160862e-01
1.587804479729703644e+02 6.021347216947172676e-01
1.547951288672752526e+02 4.794804479859262614e-01
1.330646496301196464e+02 6.849750467676019028e-01
2.117882385604536637e+02 1.451536573935405805e-01
1.765994000458503592e+02 3.106319052479379339e-01
5.907569426287692238e+01 3.877207895358778522e-01
1.710837525217270070e+02 3.125475065728715030e-01
1.520756508608256752e+02 5.703790715822973922e-01
1.102728605172626288e+02 4.309219280625420367e-01
1.039164596330109873e+02 8.174216817122972323e-01
1.949588434388801375e+02 4.572412929175855290e-01
1.624683269525951061e+02 3.426392944946047292e-01
1.813361167697436827e+02 4.286091117510038018e-01
1.297615256940477764e+02 6.844899962356723044e-01
1.274599480424732434e+02 9.540056522500314218e-01
1.541739940697134728e+02 1.407045689047896342e-01
1.245957954476061929e+02 8.806377597674440727e-01
1.902891690204589565e+02 5.799032714147503986e-01
1.458885469529206773e+02 4.710211694506059033e-01
1.520470161362011652e+02 3.775392310778836191e-01
1.711208974318589640e+02 4.721886953644465201e-01
1.496480317090495191e+02 9.523684719339957361e-02
1.206155097436907511e+02 6.026744221972485382e-01
1.786851829579937885e+02 1.761422863011175011e-01
1.704333391720979591e+02 2.558067590861196061e-01
1.727304202272719635e+02 3.841355474066303621e-01
1.499515152121535948e+02 4.062163005523924397e-01
1.641576385290766495e+02 2.653211738294745103e-01
1.588359886135236820e+02 4.077974773868215386e-01
1.453464490489245406e+02 7.156662388234944494e-01
9.857874588621017153e+01 2.130570871955281831e-01
1.602275125907804068e+02 5.160846000660521682e-01
1.069135490368924764e+02 8.153662948514061037e-01
1.881259979123052801e+02 7.530301652153248426e-01
1.958658033122949007e+02 4.520578598000843940e-01
1.924700664713096785e+02 2.812313921426370378e-01
1.169626514151588026e+02 1.045667690024572716e+00
1.549789037477374052e+02 4.893862079974747870e-01
1.078555496608279043e+02 5.477530025799898228e-01
1.296714266341060409e+02 6.357858020799449505e-01
1.675653588406153744e+02 5.664762169337433928e-01
1.773279135335252477e+02 1.189932168941250090e-01
1.850880411110117052e+02 4.390014454266149002e-01
1.473929241200797833e+02 7.073800613845078189e-01
1.498721558371207720e+02 6.250968768720336355e-01
1.399659837809715270e+02 6.237018933767606299e-01
1.667507257148488407e+02 2.026819278156197501e-01
1.347738387002730462e+02 9.047768365754569331e-01
1.471622943335588900e+02 8.259409131568078433e-01
1.805717477526126231e+02 2.374837130512259531e-01
1.526068071579026650e+02 5.384580287187965553e-01
1.598337950294726113e+02 4.892401361495886114e-01
1.864142483456420223e+02 5.636684141082077826e-01
1.661728215891977243e+02 2.600962712601444515e-01
9.492597236807644379e+01 1.244527348843113668e+00
1.545571348856500720e+02 6.768539839212326381e-01
1.353875510342756456e+02 6.659836106011525203e-01
1.213395274952976450e+02 8.402264701350884435e-01
1.513374006647627255e+02 5.613923666213315178e-01
1.433026628435500527e+02 9.250404032803727361e-02
1.661462380114080588e+02 2.735078605908498051e-01
1.526217543412144835e+02 6.615813230911625764e-01
1.293974472015510457e+02 4.141040816202896657e-01
1.707606997864512834e+02 5.670585845291423732e-01
1.047608919096392839e+02 9.072909631484561421e-01
1.399491279467541744e+02 4.716960384309731857e-01
1.419619261224881654e+02 9.628305112011830147e-01
1.457700114415376049e+02 6.269775893458947591e-01
1.397719537339081910e+02 6.246090315230938828e-01
1.687902799173163544e+02 5.010870492605463689e-01
1.647824753897631069e+02 7.394353538185916008e-01
1.311954185957239361e+02 2.380231402618764314e-01
2.133143631179079875e+02 3.044081393627655618e-01
1.611254396272945542e+02 5.599642840307279545e-01
1.954731046211195746e+02 3.200270014514932093e-01
1.452966830445724327e+02 5.469755153326096853e-01
1.733519326628168642e+02 2.194752827095829417e-01
1.717402762850346392e+02 3.857821968451471406e-01
1.499943396033781369e+02 4.643153802600040736e-01
1.531471726012719046e+02 5.254614279904217256e-01
1.764908582677134348e+02 3.991424763370399198e-01
1.704717987443699485e+02 3.745990687593075408e-01
1.340081616147138277e+02 7.485931653108006678e-01
1.477184225498051546e+02 2.757684748963904475e-01
1.242184052840337642e+02 3.834385161052309421e-01
1.653231801514413633e+02 3.685096006794164047e-01
1.115626991563250385e+02 2.296734446625346426e-01
1.470623244623526489e+02 5.040749209697101829e-01
1.708556058791346004e+02 1.679234022115885239e-01
8.919534320466242150e+01 5.416109590243394223e-01
1.718032315665193153e+02 3.848289212680026106e-01
1.057350302535322157e+02 6.063067672879780545e-01
1.145147954109747133e+02 2.864798205299174949e-01
1.161275878084524038e+02 1.771176291430456295e-01
1.751979178703945479e+02 6.304678002487951183e-01
1.538525816338994048e+02 7.768167785704380712e-01
1.113466657875729027e+02 6.676373990524995250e-01
1.319180094156737937e+02 7.689160338492198044e-01
1.321394176937123746e+02 2.725014058786610072e-01
1.710608080249168381e+02 3.807346827411027812e-01
2.475861601951389730e+02 3.364018485899054056e-01
2.088517084879226502e+02 1.571964757913890121e-01
1.319048454638336523e+02 1.424460966782917115e+00
2.088935643038152818e+02 2.008585068045576350e-01
1.853061446084994088e+02 2.908073537948136500e-01
1.920405612113674749e+02 1.543394384635870253e-01
1.677108264084558016e+02 1.432538849908815415e-01
1.024166381716976275e+02 7.860559362429121455e-01
1.776573611831536823e+02 5.210413349481899381e-01
1.382120741744715531e+02 2.020712200132326331e-01
1.578166074861495929e+02 3.793158643893317361e-01
1.375860732684534753e+02 2.495304051172383408e-01
1.768679453811324152e+02 4.028946541327576014e-01
1.491159229895215503e+02 6.589984257225169895e-01
1.722048066222939156e+02 7.896219932270249764e-01
1.322172094884977867e+02 7.143952783069673629e-01
1.684847078307621189e+02 2.452744480812332206e-01
1.741971573577738184e+02 4.769699960472766065e-02
1.874160227529075371e+02 5.357417978779999146e-02
9.537452095880797742e+01 6.234090108934746688e-01
1.698770169845349756e+02 5.270722059378818436e-01
1.583775267646393843e+02 6.729145246883043718e-01
1.405853530935513902e+02 5.845463103167187757e-01
1.898243545119377984e+02 2.543041277033345482e-01
2.035319247621543468e+02 2.598401466330875209e-01
1.840061631940569384e+02 6.416412430364926145e-01
9.423167238207670948e+01 3.743224549952470226e-01
1.207110427172541591e+02 5.842344948977755692e-01
1.653231801514413633e+02 3.685096006794164047e-01
2.019948303801852205e+02 1.830243158885080101e-01
1.997715725459690645e+02 2.398052739584159987e-01
1.376865793810476930e+02 5.823671872362812252e-01
1.515475358860027768e+02 6.913359713861356726e-01
1.332646664279693596e+02 9.521936230871026474e-01
1.384719754281165081e+02 7.854873856408546295e-01
9.529973689035318785e+01 7.608372707279458247e-01
1.496747877576988230e+02 3.674322053977805425e-01
1.087473371288179322e+02 1.114704954711149609e+00
1.141724314982042756e+02 3.125625604490634424e-01
1.274844681538395292e+02 6.773037606393788046e-01
1.493390049105006483e+02 6.524993495460803539e-01
1.848704751996475295e+02 4.030326475496734950e-01
2.034552360693497235e+02 3.334800869461229667e-01
9.156354677770421802e+01 4.439485326400816056e-01
1.560308886855470973e+02 8.224121884370233504e-01
1.976444808358617422e+02 4.218566250061981382e-01
1.950568103079450282e+02 3.007366550794015048e-01
1.513324487887687440e+02 3.768760246485656218e-01
1.845411630917315335e+02 3.324400030740872758e-01
1.185224071056236994e+02 6.553083559587675744e-01
1.415016060838759699e+02 6.905464882115932568e-01
1.605294858121748973e+02 1.100732582635863821e-01
1.648091379443539211e+02 6.596711499224849895e-01
1.562771643950578095e+02 7.353631363438964952e-01
9.268005707589747999e+01 1.041863496493966590e+00
1.873187636908789386e+02 3.427593954869321280e-01
1.616594823437694401e+02 7.009868804499003181e-01
1.761077991998302252e+02 5.997858054213951462e-01
1.955768921718908757e+02 3.809564624168157443e-01
1.437870620559712336e+02 2.933219369812145039e-01
1.619829293253682181e+02 3.151011735594781982e-01
1.369868949678291585e+02 6.070283856610523276e-01
1.309219443988409637e+02 4.516026043611089946e-01
1.297451009637688060e+02 6.253425500758900135e-01
1.467555649491282566e+02 3.495476844942587147e-01
1.709041977401801375e+02 5.582901321752173907e-01
1.391671846661788550e+02 5.023726873467148080e-01
1.748473598747086726e+02 4.899846448319742365e-01
1.980494829093351825e+02 5.753061920634036097e-01
1.935447072734716016e+02 2.554377869522153621e-01
1.402591755794896358e+02 4.262807388551779209e-01
1.493804086414492645e+02 3.902532247431158563e-01
2.143621112370086905e+02 3.890846957838718367e-01
1.279273857934656036e+02 6.675739188965459370e-01
1.876095186234496452e+02 9.945372234048625859e-02
2.004799602547015809e+02 2.787979982280490709e-01
1.348262085187159585e+02 8.245198801259969734e-01
1.460088224736066707e+02 7.840995939888142363e-01
1.467815176216025179e+02 7.072248491522804548e-01
1.746245471149520938e+02 3.975317310561852224e-01
1.495949163504680826e+02 6.098603740925174765e-01
1.081029301228723654e+02 4.273212733389299411e-01
1.724201235548303828e+02 3.432512449250865738e-01
1.017252567715306242e+02 6.933766972156574226e-01
1.691932551233178970e+02 6.501369284817903882e-01
1.409106000456658592e+02 6.075624507497074944e-01
1.565807848409526173e+02 3.125017015538029685e-01
1.343125780884248002e+02 1.198959788897430018e-01
1.411963864639926385e+02 4.134615866840756770e-01
1.384719754281165081e+02 7.854873856408546295e-01
1.291558084228543066e+02 4.468008347154013293e-01
1.469619749183084991e+02 9.762096951954264412e-01
1.416232025055320776e+02 9.583607388236310420e-01
1.249457052780410322e+02 1.073784980196247130e+00
1.829481842577208681e+02 4.529203940578140353e-01
1.761841509822039882e+02 4.384829115352927298e-01
1.811913732260908887e+02 2.091265849633057172e-01
1.063171419779730087e+02 1.564457294428226175e-01
1.524864017857476597e+02 5.067983854688647982e-01
1.281884245811755818e+02 4.770984376329110987e-01
1.819940611923210270e+02 3.271130474112680098e-01
1.556004639372558813e+02 2.961560718517808333e-01
1.698051637386770381e+02 6.097680171399280091e-01
1.911152629947236505e+02 1.116174854773708258e-01
1.895536994274557117e+02 3.697156190921777608e-01
2.057675545857014754e+02 2.818869139160717352e-01
1.360295739027479840e+02 7.241730743191703290e-01
1.857908256926581601e+02 1.789773933741949374e-01
1.842409253095879365e+02 1.129844443949830496e-01
1.559756721650895486e+02 2.420388783132558785e-01
1.458047982065789370e+02 4.469567829971712314e-01
8.223421568513279567e+01 7.995681106799423787e-01
1.169061567209470667e+02 6.415886685325391525e-01
2.020407571497580363e+02 3.793105289949298964e-01
1.818433945867669195e+02 4.034448532318757330e-01
1.646341402964467306e+02 6.264893144150489590e-01
1.923885504972927265e+02 6.042307058215445892e-02
1.735231199168023579e+02 1.353496220495817859e-01
1.754748528279687321e+02 6.927520119729448922e-01
1.888875033400556163e+02 4.208954127809125256e-01
1.024475088516569059e+02 3.800812982271093432e-01
1.263937521522415182e+02 4.463433923511048174e-01
1.930553461540256421e+02 3.693057315369841498e-01
1.817163181727466394e+02 6.632937632966067198e-01
1.104991950738124018e+02 6.450281699806764690e-01
1.735836792414315823e+02 6.354316343426534841e-01
1.467347995133765153e+02 8.660234513838771520e-01
1.563558349169856569e+02 4.889541775045270211e-01
1.447407619669878329e+02 5.749371452224147916e-01
1.621039359726710813e+02 7.566620496730696033e-01
1.014648315629409581e+02 9.648874296746137169e-01
1.833341500643512347e+02 3.065598890336831417e-01
1.622938385918962183e+02 3.429364871363000389e-01
2.177603296203643595e+02 3.695627874209144181e-01
1.272611242762225885e+02 6.312667965979583684e-01
2.026943018270269192e+02 4.962812236861826598e-01
1.453294572163153191e+02 5.919177406577151856e-01
1.436198830388231897e+02 4.663536195419650254e-01
1.014648315629409581e+02 9.648874296746137169e-01
1.899853902762484097e+02 7.144274533412575678e-01
1.610956187729894111e+02 6.121856986933892353e-01
1.890082720722217573e+02 2.349978470332264868e-01
1.970552689386862824e+02 2.122107048128610840e-01
1.559200621248002108e+02 7.624297806327406946e-02
1.386687448894621184e+02 7.910223894984174109e-01
1.935447072734716016e+02 2.554377869522153621e-01
1.260194110717116160e+02 8.471285431806756527e-01
2.037770909521017018e+02 5.804996632256749223e-01
1.880588339377247564e+02 4.157868435128739826e-01
1.852084967167405409e+02 8.968098660253875920e-02
1.428221705116178271e+02 6.604780641999505875e-01
1.553794625294070784e+02 4.620299607997335190e-01
1.544230344719641153e+02 5.797482270430989182e-01
1.480401522213755641e+02 6.668257981959444525e-01
1.930465605492427130e+02 5.346102552937974650e-01
1.687300026300396212e+02 5.361000407642788623e-01
1.420295030962701333e+02 3.258067682702630030e-01
1.782994149936463941e+02 6.604958579593249723e-01
2.586563249900103187e+02 3.045751412506566003e-01
1.726644628619582704e+02 4.278660294080371407e-01
1.275743692338584196e+02 4.888421647955232818e-01
1.793861767397355038e+02 2.117513647813407118e-01
1.419954792292272714e+02 4.410826970754992971e-01
1.254958277020914750e+02 7.985299960692184840e-01
1.782994149936463941e+02 6.604958579593249723e-01
1.734405050877876988e+02 4.453460844143748432e-01
1.936209797544656226e+02 3.873963470345404558e-01
2.095600868363881091e+02 6.432819371107547646e-01
1.217911691678680768e+02 6.726163120635035853e-01
1.528765586100535359e+02 7.515293947054376700e-01
1.546357874098532932e+02 1.178646162114177082e-01
1.270342149488517691e+02 6.488089199567834697e-01
1.123921625724311468e+02 6.631826456012575033e-01
1.696047576980019471e+02 5.668961195667926445e-01
1.575481690281163765e+02 3.142869751543186374e-01
1.838495366057169917e+02 7.541293205068515526e-01
9.508443171233908231e+01 5.366258804381771608e-01
9.785656783835045758e+01 7.200290717956432385e-01
1.055664528669542221e+02 5.667828378081773977e-01
9.957956903389442971e+01 7.828020312814354398e-01
1.507446403785819200e+02 3.967492685641663686e-01
1.370452760415716114e+02 1.729706108401953546e-01
1.364059926274140935e+02 6.412449801182286135e-01
7.853143817891881895e+01 1.072648490992599957e+00
1.835851304597536853e+02 4.589222030181581147e-01
1.870198826028496342e+02 1.561219158855320366e-01
1.557706215677641808e+02 9.879584487546217986e-01
9.725898594119587415e+01 7.509849518151534564e-02
1.520196016214557915e+02 8.893013827075924027e-02
1.467815176216025179e+02 7.072248491522804548e-01
1.499173422139807315e+02 6.187716036078092507e-01
1.595323309824441935e+02 3.277746212234741718e-01
1.061502502757329296e+02 8.896246887795036251e-01
1.189172849712701350e+02 3.657165185744196134e-01
1.735997680881687870e+02 8.893057459413973298e-01
2.276307280945599132e+02 1.488516445628587093e-01
1.621167706242062820e+02 4.512649473357457364e-01
2.223191093692921925e+02 2.211329091445728423e-01
1.405170253177725783e+02 1.062264090941118955e+00
1.784164512742139550e+02 3.310672610307726083e-01
1.855100499766429607e+02 4.730962086462793259e-01
1.853299058787220019e+02 6.741280274042719123e-01
1.671322621678491203e+02 1.484831012946026263e-01
1.308793368388001852e+02 4.888807403750134450e-01
1.588584488127623047e+02 6.996134831402285315e-01
1.242014011760629728e+02 4.206883788766214161e-01
1.529415489440571037e+02 5.430475273153696492e-01
1.588593053191924014e+02 7.136074295718687344e-01
1.407453880064033740e+02 3.920057065185357237e-01
1.966622556612049380e+02 4.023074093725629297e-01
1.062682296978661611e+02 1.464097805929161833e+00
1.463828490348188609e+02 1.363849020483249852e-01
1.486696537099876423e+02 5.245808603606665343e-01
1.864526905066744860e+02 2.043446202182339633e-01
2.061492865449889109e+02 1.724901991583367433e-01
1.517121541814207717e+02 5.197307632050323090e-01
1.223862263244800914e+02 5.026063945368095531e-01
1.831219510527404850e+02 5.738620151993695240e-01
2.174939108842913242e+02 4.003458140301163759e-01
1.244924345498772595e+02 1.148403465176486282e+00
1.391608419012200670e+02 8.812452723872059579e-01
1.743011680652676318e+02 3.865478281872796185e-01
1.615278240734038491e+02 2.356087306165740025e-01
1.756346391419864688e+02 6.233585570312908386e-01
1.700112575616469712e+02 6.026084550675077089e-01
1.080934652949840284e+02 6.691513571081664224e-01
1.571606561550952108e+02 2.957443173669682679e-01
1.996843315143283064e+02 1.325901191047129946e-01
9.845055034719584341e+01 2.654054127977566457e-01
2.237583640307543931e+02 4.110492302998194347e-01
1.350970298505341134e+02 7.498307371849355363e-01
1.463059431730048061e+02 3.265137747535920565e-01
1.229845534618558531e+02 7.335884807438226574e-01
1.814790119895052385e+02 1.381832085905131680e-01
1.678839714717047968e+02 4.279900198040325066e-01
1.228207109467888500e+02 7.886829825091665747e-01
1.856820605992084268e+02 4.672996455874520727e-01
1.373843750685653049e+02 9.571808461909259158e-01
1.660088407379129762e+02 4.868608115719703644e-01
1.497300401557415341e+02 4.520992111573511885e-01
1.617598597435063539e+02 5.353892323190344582e-01
1.733124907048925252e+02 6.421561346879607335e-01
1.818945855451985665e+02 3.798204785005009909e-01
1.507247706045072846e+02 7.209362909393126628e-01
1.776103564554071852e+02 3.199249336770040308e-01
1.870040256858198688e+02 3.007418636988874461e-01
1.823862842109448934e+02 4.012121847453848922e-01
1.221300649883062022e+02 7.625264075717842482e-01
1.936209797544656226e+02 3.873963470345404558e-01
1.553794625294070784e+02 4.620299607997335190e-01
1.684103074125916919e+02 7.189498907054795440e-01
2.020344481369231175e+02 2.878572029193924853e-01
1.733875278299669844e+02 5.510701140123384079e-01
2.148574467602864217e+02 5.470973284080837828e-01
1.714768215594321532e+02 4.242753730560671066e-01
1.621238225515646434e+02 6.596972891246873916e-01
1.579571348204659103e+02 5.955994935350337194e-01
1.669403939085977413e+02 5.081637029941626915e-01
1.042954716001871560e+02 4.338267652365352944e-01
1.371035528065447693e+02 3.778937960789488515e-01
1.608524285733647616e+02 1.629304363988453019e-01
1.292645865671580339e+02 1.014979014021732295e+00
8.520239933929838116e+01 1.353263719254667263e+00
2.387123903252225148e+02 2.679795871345760916e-01
1.151661753588208512e+02 3.171499259020347239e-01
1.347463554045090746e+02 7.055681951199690438e-01
1.484132548354332641e+02 5.318548111488176078e-01
1.401533821272905982e+02 3.067406061431171005e-01
1.614632746422004743e+02 6.327569403386219538e-01
1.459486063792374466e+02 6.279580224854417470e-01
1.377187420865203649e+02 4.826939606054878595e-01
1.741971573577738184e+02 4.769699960472766065e-02
1.440448612887570619e+02 7.334150749490309096e-01
1.503061850276926350e+02 5.155453479510407888e-01
1.529554884964769883e+02 4.854038065815156067e-01
1.748473598747086726e+02 4.899846448319742365e-01
1.015019922931607681e+02 3.566121809802202947e-02
1.280808410693367989e+02 5.833940390871790171e-01
1.336578044798501708e+02 3.126813533001395751e-01
1.712462141277838725e+02 2.572093166372588224e-01
1.192413867157488028e+02 1.090291899485507088e-01
1.725294173080014559e+02 1.183021479418644439e-01
1.493142186380546548e+02 7.724224775376929975e-01
1.396343485512601035e+02 8.889049794931613846e-02
1.149232705675362638e+02 7.920692437089611460e-01
1.583970584812429081e+02 4.702741898292597256e-01
1.475222107538316152e+02 5.424238275558348477e-01
1.152167890800674002e+02 3.641605961650342671e-01
