# DL iota
1.271883132571534816e+02 2.973601868824952699e-01
1.646240508245446108e+02 2.875859857564182498e-01
1.588798041540265160e+02 3.643480908353982084e-01
1.415102588038875240e+02 7.167993067401157159e-01
1.632711012282706236e+02 3.828211306267075287e-01
1.466330173847854610e+02 2.363426939407751171e-01
7.963089338881735557e+01 7.016074093808783996e-01
1.899360269754317869e+02 5.728323905778153202e-01
1.560151216518852948e+02 3.711782242881614402e-01
1.265558502307087849e+02 7.538164913012326274e-01
1.349370139659033896e+02 2.911862932227597400e-01
2.240182585214023447e+02 5.386591140107173104e-01
1.569807336045193153e+02 5.828822675791818231e-01
1.688230580226157826e+02 9.503768501132319191e-01
1.603668295343778709e+02 5.950853963523483614e-01
1.189817344544229059e+02 1.460761091781391130e+00
1.691191501625151261e+02 5.898425280382331160e-01
1.951015823919051400e+02 4.736737560538705205e-01
1.635901723938053181e+02 3.580019230086143311e-01
1.552711146512524465e+02 3.800929235487964242e-01
1.588259674251499405e+02 3.895552105762375428e-01
1.780118824672708229e+02 4.526412302887838912e-01
1.939962835283355957e+02 8.329910790368564300e-01
2.031373929758616725e+02 4.187332017870764034e-01
1.530294686636473784e+02 1.001624904486160261e+00
1.448019125605090096e+02 7.712354511045713679e-01
1.365554930081568159e+02 9.038482120524236052e-01
1.664896078335637242e+02 3.828621542295476132e-01
1.987710919706244681e+02 5.671043135343468711e-01
1.359034131491002313e+02 8.595523370357374127e-01
1.160665278978918735e+02 8.549410386392599648e-01
2.028218189479835871e+02 3.509803434978442938e-01
1.892525642589084782e+02 4.990246952453560869e-01
1.217610186161968358e+02 3.554420404026057412e-01
1.402774008904096661e+02 5.922393091213344896e-01
1.740984745172025896e+02 6.160449955813991352e-01
1.413843717974170033e+02 4.361003746104417655e-01
1.128875582278119367e+02 9.023221706158615629e-03
1.352154228616506941e+02 8.057436178594299392e-01
1.383454412120073584e+02 6.705793181097270406e-01
1.463764473314760721e+02 3.370581160594764980e-01
1.570139897484776839e+02 3.181201468416960387e-01
1.908061871420507316e+02 3.359768389240905262e-01
1.008360362910843691e+02 6.200687571962896216e-01
1.320473902025222515e+02 8.445137418913204463e-01
1.732608721633347102e+02 1.991235705885721630e-01
1.500927951791370560e+02 8.619711077216849482e-01
1.356669455316182962e+02 8.961239781203884647e-01
1.943074457074021666e+02 4.700087903719385451e-02
6.299410846406150455e+01 5.368821871731639384e-01
1.351089629514640933e+02 5.413710284327800659e-01
1.833465171887068834e+02 3.716932368360130745e-01
1.897738812399352923e+02 2.272938622049320845e-01
1.433558538197590053e+02 5.492635124410876202e-01
9.458282039060136981e+01 5.836783994208687432e-01
1.383939977491239404e+02 4.964144326884847302e-01
1.866113986126428586e+02 1.639285946675398398e-01
1.750142386198577071e+02 2.202227572154864532e-01
1.669561081342468469e+02 2.849403184390313926e-01
1.316099448013156064e+02 9.289411107359373254e-01
2.349035960010062638e+02 2.455613394760156609e-01
1.666010852786817225e+02 3.859753238648312434e-01
1.032803039029590195e+02 6.006940612165623250e-01
1.326616160970843339e+02 1.139038485680528900e+00
1.228608875026936573e+02 1.219942981992046649e+00
1.544039834452457853e+02 5.718994002662016740e-01
1.485901865370704797e+02 5.789483751627932939e-01
1.032270940210634933e+02 9.340154655638739367e-01
1.718215915040406401e+02 4.388831383961351307e-01
1.470946180751270447e+02 3.287147001895518450e-01
1.622938385918962183e+02 3.429364871363000389e-01
1.043933344516440513e+02 3.591194722508594950e-01
1.377778552764980020e+02 8.311615646361705245e-01
1.676633016392071056e+02 7.610456332178099359e-01
1.279658531811340794e+02 9.351935911936859469e-01
1.690449430347302382e+02 5.422504119651638810e-01
1.391135598674067353e+02 7.014973795903414189e-01
1.404578594844034285e+02 7.801614179409455119e-01
1.746395488450847893e+02 3.033569927991690562e-01
1.188015751492805379e+02 4.645054611272030343e-01
1.232593497995052587e+02 3.520891060919488780e-01
1.774478863203091805e+02 5.112047170500563231e-01
1.767260446515849992e+02 5.568937582239303907e-01
1.545937838300502278e+02 4.484982816863172239e-01
1.548833361402296873e+02 4.141074931028690398e-01
1.640690111599027432e+02 3.744798793085612476e-01
1.402090030026195961e+02 8.260693646760129960e-01
2.175879826690793948e+02 3.855014875807861729e-01
1.302291161864191338e+02 2.758987195952822269e-01
1.115248234773865192e+02 6.019753299919714529e-01
1.629778912654580552e+02 2.458867452995874281e-01
1.270024332581762110e+02 7.844943587021657727e-01
1.094734095887480692e+02 4.073867919711000596e-01
1.384516299772378431e+02 3.854954268927821559e-01
1.234684608548636646e+02 1.186552600153288672e+00
1.964523647142615914e+02 3.512900032829089358e-01
1.237134402391408798e+02 8.863218364778772118e-01
1.697561882627241800e+02 1.215419014259819797e-01
1.602275125907804068e+02 5.160846000660521682e-01
1.522419542071547198e+02 2.409274872617420404e-01
1.306883538861988256e+02 5.831047855929236690e-01
1.498481465539020974e+02 4.045372826897675744e-01
1.521873333471468754e+02 2.113445891945331390e-01
2.048542016911807480e+02 5.488927888508374764e-01
2.377756458315556074e+02 3.006477107524421766e-01
1.710008994572385177e+02 2.114028751915131288e-01
1.451220056006295636e+02 3.183808414282614518e-01
1.670438440283174373e+02 6.589511989548454407e-01
1.751413616158227171e+02 8.871029877123293161e-02
1.311331210718758200e+02 9.198473442817256540e-01
1.863492973918639848e+02 7.381935949046615209e-01
1.330151844939927628e+02 2.494433175063318908e-01
1.487353941376321984e+02 5.551466280709914658e-01
1.498527240512337642e+02 2.653275211180727844e-01
2.022601828637401979e+02 5.756947709043060968e-01
1.571534496111478347e+02 6.660555425075451730e-01
1.466543536940286288e+02 6.730433219295566261e-01
1.360249870253483095e+02 5.913780668133049589e-01
1.822591415364906879e+02 2.431745820045691231e-01
1.344603012443378134e+02 5.766527974638178122e-01
1.359034131491002313e+02 8.595523370357374127e-01
1.619559347478447648e+02 6.445301479778307030e-01
1.474568724595706328e+02 3.906440287069137263e-01
1.244416590376700213e+02 1.075131122029493902e+00
1.893969551536149538e+02 3.071754495729122070e-01
1.317428530802505691e+02 4.827898483855754819e-01
1.468470149309582098e+02 3.395147300138299795e-01
1.271301810963940255e+02 1.059657696531088877e+00
1.922971271065163705e+02 5.651570844397065807e-01
1.430454790373556193e+02 6.762985300522031951e-01
2.115333707286071672e+02 2.715140917303424661e-01
2.047783111421143758e+02 5.819763418747392336e-01
1.601328691292349902e+02 4.248089660002136725e-01
1.565130359949972956e+02 8.830276089459907496e-01
1.824702213262398232e+02 5.664684633905094913e-01
1.192043458668679534e+02 6.173848134180999203e-01
1.583409618048944765e+02 6.187079610638619442e-01
2.180734915552140194e+02 5.417595048579043615e-01
2.206983044678420640e+02 4.079509890958474827e-01
1.659459263148310129e+02 5.027380183049957596e-01
1.963580732149229959e+02 2.505118344757093496e-01
1.851653418308811467e+02 5.198940402107773417e-01
1.387484697693998328e+02 4.483984520349353908e-01
1.590533134347971611e+02 2.914492007691575903e-01
1.611389723638127407e+02 6.527641782818829341e-01
1.660693568312258606e+02 4.112101630966161214e-01
1.684314238823487813e+02 3.832702443959794536e-01
1.869049907676683517e+02 4.814886420659941768e-01
1.262858375716261605e+02 8.390525696325474847e-01
1.493477330693150975e+02 3.133778775806096428e-01
1.548506743101605139e+02 3.870960165977895273e-01
1.292902817345959647e+02 7.883065565185409795e-02
1.865006944517555496e+02 4.735624174865127323e-01
1.776573611831536823e+02 5.210413349481899381e-01
1.160732173675860679e+02 4.659397247354711558e-02
1.532119768294275843e+02 5.911545538823435031e-01
1.444280323053777693e+02 5.036160072770597962e-01
1.712545732044152658e+02 4.770205719414843948e-01
1.855177695268314153e+02 1.584741027446456008e-01
1.690916696681494784e+02 1.998431953142991435e-01
1.359247047282908056e+02 2.106556862118770801e-01
1.377894315306294573e+02 5.752634412332389147e-01
1.987561388662813329e+02 3.122860649771181940e-01
1.602276905278232277e+02 5.911309217757013679e-01
1.568714702205975584e+02 4.702908805926182545e-01
1.635398677366635525e+02 8.890543098425003343e-01
1.453610245381007076e+02 8.501951354955590290e-01
1.271301810963940255e+02 1.059657696531088877e+00
1.546318392355855167e+02 7.535147502352856907e-01
1.003749605575739139e+02 5.388825203396423458e-01
1.523142575028348915e+02 3.072247229190853690e-01
2.025231765830103257e+02 1.810829997209868480e-01
1.549167461722724113e+02 6.767500864737483468e-01
1.796881294430490925e+02 4.103143164387850206e-01
1.128856978664530430e+02 5.467314142489043682e-01
1.274506053636865630e+02 6.713643610215003221e-01
1.317292938778377618e+02 4.958449880429611767e-01
1.841506806653930255e+02 5.121697796295239247e-01
1.927508824425960938e+02 2.547325933867811143e-01
1.025746130238021294e+02 5.433355334894394151e-01
1.717154488561617995e+02 3.632070505679621530e-01
9.987671336303148450e+01 1.511384823666750865e+00
2.085152635897602238e+02 3.024265585890471009e-01
1.780983631230785420e+02 4.901076008339835255e-01
1.837682277681251151e+02 4.507366740039261410e-01
1.245720199594350532e+02 6.528357998074372226e-01
1.785824304574942403e+02 2.963456027091557754e-01
1.530444144978377778e+02 3.368030532867684612e-01
1.451568116351913034e+02 6.417203492382430596e-01
1.834265400234578749e+02 4.413327266068867161e-01
1.267766638599726292e+02 3.924121114314202963e-01
1.339460599655957935e+02 8.637290158826553821e-01
1.558840421251591408e+02 8.670852250864153898e-01
1.849981197698390929e+02 4.976014244735647019e-01
1.249076017675600099e+02 5.128022195395142147e-01
1.574052910024276173e+02 4.121647171847034885e-01
1.526442314076919047e+02 6.527684178211852206e-01
1.655071134798244259e+02 6.585858258247876407e-01
1.571262404757018203e+02 3.422470225893256002e-01
9.346193884729504475e+01 1.106356048574621775e+00
1.389009624675333328e+02 5.474088207056180266e-01
1.069135490368924764e+02 8.153662948514061037e-01
1.562636101694974116e+02 1.182062234197545081e-01
1.169556751421304881e+02 9.791057109623384491e-01
1.833811833151054884e+02 2.533756596233113223e-01
1.349758201934225212e+02 7.580869199802990899e-01
1.780118824672708229e+02 4.526412302887838912e-01
1.694330440090490981e+02 3.442125618635314410e-01
1.063297013185024440e+02 8.298174097674368976e-01
1.602929072330437066e+02 4.202759977243508693e-01
2.036478022465715298e+02 1.986826256843225724e-01
2.131738171690267620e+02 6.470036022461780334e-01
1.650095909142907544e+02 3.905489401120356141e-01
1.766463119301235736e+02 6.867588001640563267e-01
1.555057110587846410e+02 7.168169977452429897e-01
1.661812106536221449e+02 5.294540869726125365e-01
1.898054219268852876e+02 5.377401646559876180e-01
1.696474143812230864e+02 4.349492286182200518e-01
1.686715284083538506e+02 4.927749652261659841e-01
1.554849062431821665e+02 2.708055113296293226e-01
1.420296150270218334e+02 3.213198828148332575e-01
1.671901029941265904e+02 7.988559158691483919e-01
1.228267993183928724e+02 1.171760665358586140e+00
1.094827487634706245e+02 4.484503395500593625e-01
1.120171047383653473e+02 9.391513644879332379e-01
1.223284453182983356e+02 3.536166261358677509e-01
1.458818373413637346e+02 7.327420158511794845e-01
1.711811887064251323e+02 1.107855952859185394e-01
1.353875510342756456e+02 6.659836106011525203e-01
1.272418797604694731e+02 1.492927657563305754e-01
8.610678034071426623e+01 2.679488862819261463e-01
1.328754893636968859e+02 7.343442474669892306e-01
1.419440900724191295e+02 6.244409817275853314e-01
1.348890283870414919e+02 8.696964935113333794e-01
1.540215544931128875e+02 3.477075311990138751e-01
2.258367389188998118e+02 5.610375461654708573e-01
1.999367748581463786e+02 4.217252295631596093e-01
1.261313038211088866e+02 6.217760421219028499e-01
1.190119447898077993e+02 9.817961033382179847e-01
2.391894089695169896e+02 1.946996407047572042e-01
1.518122406709368590e+02 5.573445100360538973e-01
1.349031617732066195e+02 7.229023760883337424e-01
1.513003445828677798e+02 4.328004416118766962e-01
1.281797478551476388e+02 7.288707486791118351e-01
1.734594062226853168e+02 2.178706468211419889e-01
1.418249847900672762e+02 7.924900708526418924e-01
1.388288750110546061e+02 8.138468150336513052e-01
1.962361364826835484e+02 5.170348746767932102e-01
2.067864738560967623e+02 3.533179096395913099e-01
1.674865840581753389e+02 2.386766859207160862e-01
2.161320324572585889e+02 1.935208283333125223e-01
1.604992254923595851e+02 2.107804319227634671e-01
1.698054903604769663e+02 4.911647041522688717e-01
1.319630316662496909e+02 1.563895050132853015e-01
1.488643177850213419e+02 2.086323879783515134e-01
1.453855077471056063e+02 4.260222105864504560e-01
1.463059431730048061e+02 3.265137747535920565e-01
1.291128020497642126e+02 7.600940872550649985e-01
1.306967545829445783e+02 7.690077679661306842e-01
9.333112573541710333e+01 6.446420754798388719e-01
1.182894135727851221e+02 9.163036352839828425e-01
9.511085353967371248e+01 7.543522076165305457e-01
1.386182660160258422e+02 6.433404461941827357e-01
1.434863953674633876e+02 9.525432885295535002e-01
2.205739080913667749e+02 2.754427081166062052e-01
1.636074721031446870e+02 4.960266520282743952e-01
1.255922430611727236e+02 6.567226207447034447e-01
1.690176205344309892e+02 4.133884800651626001e-01
1.976444808358617422e+02 4.218566250061981382e-01
1.102307132349276912e+02 8.269169860074740974e-01
1.807030184405329862e+02 1.001290421675427034e-01
1.555659019435953212e+02 5.009940395064591545e-01
1.205855112431800364e+02 8.195593303814976416e-01
9.657997940297067885e+01 1.646973760616727289e-01
1.307166777570307943e+02 2.427024390754271010e-01
2.356559908012481799e+02 2.001646402998815688e-01
1.151403356917175671e+02 6.544120921347894582e-01
1.706732946282406544e+02 5.757277712679073067e-01
1.151025274402722118e+02 5.486158599268073921e-01
1.098435554727826258e+02 6.907736332499290199e-01
1.813984648120553516e+02 4.088141583425228820e-01
1.480862997996718207e+02 5.277926470730172070e-01
1.753738875049201056e+02 2.501287141007559889e-01
1.863201235963718432e+02 4.245376580935351640e-01
1.608207561085313273e+02 6.738832030185699651e-01
1.107828558505564587e+02 6.651432512384358731e-01
1.257720928359935186e+02 8.054535008523566741e-01
1.819501033769008700e+02 4.567969566890912603e-01
1.620890461850216582e+02 3.157245041606602798e-01
1.392335220127811795e+02 6.182793510538791004e-01
8.388362337295482973e+01 9.831210783717050372e-01
1.340686864997139480e+02 6.076116217483509274e-01
1.241355887504859083e+02 9.388630758776179697e-01
9.376391539047789081e+01 8.001779846453667133e-01
1.358654353764405869e+02 2.157504674962763824e-01
9.016790419350149932e+01 6.873071688736267504e-01
1.676095804626499159e+02 5.753591544972769256e-02
1.830048768666648300e+02 3.819222309025005480e-01
1.786414595375108831e+02 5.884207422552982791e-01
1.514556100870277646e+02 8.554559645780219768e-01
1.293395945419764530e+02 3.593749957258478567e-01
1.649322762028264719e+02 4.291047868799218179e-01
1.437107785307814254e+02 5.884209958078159275e-01
1.615651202855177075e+02 8.758394862912405321e-01
9.876270354526401718e+01 7.820663707179802415e-01
1.433386224988612128e+02 3.975805444384302723e-01
1.410605824198929952e+02 5.108498707695617869e-01
1.594918148325322136e+02 4.205771526607048338e-01
1.637246340212169571e+02 4.748197867581054332e-01
1.436198830388231897e+02 4.663536195419650254e-01
1.738148149034045389e+02 2.736948266178486633e-01
1.904762595514829115e+02 3.252599293399836000e-01
1.666638558433508024e+02 5.504222360920816293e-01
1.560783708732854222e+02 6.161859443344601672e-01
1.667837066709531086e+02 4.271209650396028401e-01
2.131333570343448685e+02 6.885115326329530605e-01
1.676417630401054737e+02 6.013916104099759075e-01
2.046185805998998148e+02 5.998897115312539219e-01
1.705730441774776409e+02 7.015235481808546059e-01
2.117006864773519510e+02 5.355691013239585185e-01
1.813236992677600199e+02 2.517150846900068073e-01
1.776440113040530662e+02 2.065940709564886291e-01
1.461116970699183923e+02 3.000592667625125998e-01
1.812499352900960048e+02 3.301113050203561272e-01
1.781438355382456677e+02 1.629719460894114569e-01
1.768923432929182979e+02 1.199119924542304538e-01
9.535565883451144487e+01 3.108013792438666378e-01
1.198965094877894018e+02 6.327089704967359118e-01
1.811913732260908887e+02 2.091265849633057172e-01
1.461116970699183923e+02 3.000592667625125998e-01
1.281438023449165087e+02 4.533001577372103852e-01
1.226731640339468896e+02 1.828508527974945785e-01
2.059243816098893660e+02 1.675132624415240912e-01
1.746664708073534200e+02 4.731466791541742434e-01
1.325480820250980685e+02 1.623984959509280901e-01
1.610113813910598708e+02 3.848650352602525082e-01
1.835969461461956485e+02 1.520473635361725695e-01
1.307239724498097644e+02 3.537444153829852334e-01
1.752238941512544841e+02 5.109356587225268864e-01
1.498326088813564922e+02 5.814325238493016634e-01
1.719234673242942790e+02 3.971664719943204247e-01
1.377894315306294573e+02 5.752634412332389147e-01
1.260020809620177431e+02 1.922068758063972538e-01
1.228567735419286180e+02 2.956779076411715224e-01
1.635747559341822068e+02 8.793466699177066026e-01
1.732013133211010825e+02 4.408337721339604665e-01
1.414797976107440718e+02 7.031959602990003333e-01
9.393330815226823916e+01 5.427846994193474828e-02
2.050062972047659287e+02 7.489007443604907277e-02
2.034885980596087620e+02 3.030100879242821899e-01
1.759315822782970997e+02 3.169132525409603662e-01
1.503061850276926350e+02 5.155453479510407888e-01
1.262228133369472260e+02 3.051531342014824344e-01
1.518361401411858935e+02 2.559858648757614707e-01
1.203195706948229429e+02 7.127221410830131276e-01
1.857208410462766608e+02 2.424900118465163068e-01
1.178528847527935852e+02 8.604677792556930660e-01
1.810287778563681513e+02 3.793754144203949075e-01
1.473629324682279105e+02 5.151251163550794043e-01
1.179753384243966536e+02 6.472665555554262262e-01
1.270638844076619023e+02 3.286826720878104346e-01
1.998542062382746849e+02 1.009048739207501350e-01
1.619216881645870956e+02 4.165818805061340946e-01
1.521257618393617008e+02 5.401376043590175868e-01
1.533911980762833878e+02 4.306616887381915504e-01
1.657400277948337362e+02 4.884624038184233186e-01
2.179910271946365583e+02 2.330944914297949921e-02
1.279273857934656036e+02 6.675739188965459370e-01
1.502849900155178489e+02 8.000695068742115224e-01
1.868758077445869787e+02 5.219935627084058005e-01
1.983526872026084504e+02 4.792248386353811784e-01
1.788958975044944282e+02 3.566428086650665352e-01
1.583322201273644509e+02 7.367730668165548558e-01
1.181601045368289675e+02 4.543274962767198666e-01
1.794981748574651021e+02 2.126161941617523976e-01
1.677537795856813432e+02 1.948694638135271551e-01
1.556285678447752900e+02 6.292933478534251668e-01
1.173625530917587270e+02 8.331901683723563767e-01
1.166317525151550569e+02 8.831136834675925584e-01
1.482650347261242985e+02 8.848274540827920642e-01
1.456652601931639026e+02 5.218087997333427097e-01
1.849326888143880296e+02 3.609732310960751533e-01
1.379760228692341286e+02 4.384352635149676991e-01
1.318421056935900140e+02 5.877661759899375227e-01
1.382770140235864744e+02 3.883730509381146945e-01
1.660823611054228763e+02 3.493641042366681937e-01
1.198965094877894018e+02 6.327089704967359118e-01
1.720393349545748265e+02 8.434120695263489509e-01
1.347738387002730462e+02 9.047768365754569331e-01
1.521483446211836394e+02 6.955006045961509287e-02
1.230506140969443862e+02 7.845045288773655479e-01
1.697786612019170605e+02 3.882492784970930089e-01
1.420258306582837804e+02 2.984339802055160362e-01
1.842409253095879365e+02 1.129844443949830496e-01
1.235701619577322248e+02 3.200632598392780942e-02
2.027275175206990525e+02 5.278741327261400329e-01
1.746512242127502930e+02 3.742996392095405689e-01
1.797666394008899147e+02 5.896653156459408240e-01
1.086673530603104325e+02 6.892737494032380452e-01
1.563558349169856569e+02 4.889541775045270211e-01
1.465071454289761732e+02 6.833430810074030415e-01
1.791859538695623257e+02 5.554149260840599567e-01
1.547287119356270466e+02 4.863172068813330640e-01
1.834708274934102974e+02 3.261590312296906990e-01
1.400599493379219496e+02 5.498273608334068863e-01
1.768343247971612868e+02 6.902759876948083573e-02
1.681953158787724760e+02 5.396911108556690095e-01
1.348483541543294564e+02 1.608028796517508852e-01
1.711811887064251323e+02 1.107855952859185394e-01
1.820309045837709050e+02 3.930919505935283054e-01
1.853018640794184364e+02 2.935425714819448473e-01
7.845709585556082288e+01 9.801639711427807544e-01
2.061059264288877557e+02 6.566182197622942862e-01
1.197078914546680437e+02 6.435813755597793451e-01
1.642789472682514713e+02 2.117684389865424066e-01
1.452798647419564873e+02 6.694941462670842558e-01
1.501728149778982697e+02 3.574616833640717473e-01
1.809220878718926429e+02 5.730740871044872620e-01
1.230012752071382636e+02 9.319881439207396978e-01
1.458818373413637346e+02 7.327420158511794845e-01
1.284300934927183562e+02 4.710196084314226539e-01
1.618722434296819017e+02 5.824298007442405556e-01
1.457460551922625882e+02 3.064833117731988743e-01
1.957001714654291220e+02 3.331280942585497229e-01
1.477989474631704923e+02 5.072171858480949425e-01
1.494895072786600281e+02 3.794269438047086496e-01
1.384226304163107102e+02 4.003312995636711946e-01
2.001328809781869040e+02 1.858045261192864395e-01
1.389656536385990364e+02 5.089979091881904338e-01
1.093852078547774056e+02 1.530732323835759801e-01
1.660476144707158142e+02 2.870141825462640961e-01
1.467998413085726099e+02 5.203984399560793728e-01
9.382212556093878675e+01 6.708555705041447936e-01
1.989801990986863416e+02 3.738929766745422434e-01
1.596558912907094623e+02 7.457435386780550957e-01
2.123696942093440612e+02 2.801650180818539004e-01
1.184985719067985741e+02 1.247426175237696722e+00
2.023274404691326254e+02 1.324196589731276852e-01
1.857828741828049885e+02 3.920105333089203281e-01
1.387306390810076380e+02 4.871901605446393724e-01
1.864326381913640773e+02 5.400593421600734523e-01
2.292463427396742475e+02 3.411511599449351118e-01
1.844527558846991155e+02 2.115645188251550901e-01
1.474327048482663542e+02 4.689154100402723735e-01
1.833062680903728676e+02 2.819791068846327353e-01
2.066705355263941044e+02 1.324823956920537782e-01
1.006467460809928127e+02 1.235604309682866164e+00
1.501413446780985907e+02 2.583910791509760330e-01
1.718709142124752134e+02 3.546360138316919652e-01
1.287796534262487285e+02 6.892207281523208273e-01
1.323550866404635826e+02 5.219859396571520094e-01
1.462408444527107463e+02 6.277734369229608369e-01
1.627042621289924682e+02 5.630514188889867988e-01
1.472101881160460266e+02 5.321460546584241280e-01
1.162506500039169453e+02 4.970913504916958381e-01
1.283911352125809060e+02 6.110387380127955126e-01
1.484153238872749228e+02 4.403983162678976049e-01
2.135578238940531435e+02 5.700584566030532097e-01
1.432248771779587457e+02 3.372590284749921175e-01
1.448766548685650832e+02 2.214198677123656311e-01
1.707357626703308426e+02 4.506800855890666924e-01
1.466329483681141141e+02 9.768317142122902030e-01
1.601944898715788952e+02 1.164275215088346194e-01
1.815506255164378615e+02 4.641353979168853505e-01
1.470946180751270447e+02 3.287147001895518450e-01
1.541069524443139471e+02 7.824086881404119787e-01
1.267969456117198490e+02 7.294379755804409893e-01
1.667694257886428488e+02 5.439714397013249991e-01
1.640084735824103461e+02 7.132375153788199640e-01
1.139030671719315819e+02 4.869637248364964144e-01
1.484619891263117779e+02 2.227226042175893261e-01
2.014615419572585608e+02 1.533347399467155370e-01
1.362188196090535541e+02 3.655331702752410150e-01
1.149885103256668373e+02 6.089146191595005142e-01
1.596887762071783641e+02 5.258752817962419890e-01
1.943533403151058678e+02 2.636407618705642886e-01
1.472280113504927783e+02 3.268147449606846888e-01
1.827977041460208625e+02 4.627567743159271552e-01
1.420316791926510405e+02 4.840710484300754790e-01
1.682644555430192668e+02 5.367737565163581692e-01
1.550898733069756190e+02 4.349985542230774271e-01
1.698413118608300749e+02 3.751708943872888447e-01
1.606071641886525185e+02 5.181482068518521444e-01
1.601179817347089056e+02 5.982515805864931924e-01
1.916429325923898830e+02 5.974219138279009966e-01
1.152842015107850813e+02 6.146834186806442446e-01
1.788589846990599028e+02 4.400093132815405816e-01
1.826423640585953763e+02 2.425654299563402838e-01
1.345052633055084641e+02 9.773608253207909380e-01
1.058608770581218295e+02 6.506489140337372579e-01
1.597693529031941750e+02 8.251786911141322234e-01
1.503896393030654508e+02 1.828830532624867444e-01
1.719790236274562858e+02 1.086328369762238205e-01
1.831219510527404850e+02 5.738620151993695240e-01
1.605368094241299275e+02 7.432023964351688328e-01
1.473778022092088520e+02 9.249391116928588064e-01
1.143314449491845011e+02 6.685696000480747525e-01
1.858983970067051530e+02 8.929877607475367185e-01
1.029970768156921679e+02 1.363442055761465932e+00
1.966671993366618665e+02 6.530625473033859762e-01
1.551864352851629008e+02 4.173183481896662883e-01
1.133023669869149899e+02 9.551680799110182640e-01
1.599982854845276847e+02 9.067397071967578381e-02
1.749994155270756835e+02 6.876032389567696690e-01
1.452096938079936592e+02 1.104048050090947891e-01
1.573784449110595745e+02 4.681716966544889336e-01
1.094283933042846968e+02 1.012298893692980872e+00
1.512869221614306525e+02 5.319987341102214717e-01
1.316352432136060600e+02 7.190316113781656249e-01
1.329955346125895801e+02 6.206059887509586259e-01
1.404655501104200539e+02 5.392680531736776528e-01
1.111232944667252838e+02 9.818075703703792456e-01
1.141249369934584763e+02 1.152963847395186647e+00
1.468855245440637987e+02 4.878454188320358043e-01
2.283634456204394496e+02 5.308772928740847219e-02
1.774478863203091805e+02 5.112047170500563231e-01
1.548957125615775396e+02 5.528228300760363867e-01
1.239496064488936042e+02 2.858542695911432396e-01
1.822356508279276852e+02 7.391106224900190202e-01
1.928392243240195683e+02 6.939530952903041339e-01
1.789589404531555488e+02 8.607460731508994600e-01
1.715891992012544733e+02 3.723707208037282945e-01
1.729680602970232428e+02 7.968967374967395045e-01
1.151964233476053039e+02 5.497306116334342851e-01
1.347116029300371451e+02 6.708818217615251100e-01
1.301259510577507115e+02 9.556539092407365654e-01
1.233316980739974440e+02 3.359191441973394809e-01
2.119980920414662933e+02 2.778620890835772350e-01
1.051390733686991013e+02 6.638505244672998629e-01
1.309194633674075874e+02 5.655501985572697343e-01
1.343159325386959040e+02 4.928049328284767050e-01
2.204732729852639466e+02 3.811344743091003018e-01
1.441831621380876243e+02 5.560722186647144571e-01
2.016131099059884662e+02 3.883894110044026071e-01
1.979014123048190470e+02 2.437990082770338240e-01
1.559287718739656441e+02 4.469867097252970267e-01
1.114742256337223978e+02 3.773307130866405679e-01
1.610079096292647876e+02 9.197776990249586504e-01
1.331624520641582592e+02 8.188812860057690379e-01
1.491340739886016991e+02 1.308421009830147974e-01
1.260027530561765161e+02 5.959738995257133354e-01
1.325109914093854400e+02 6.084621687411475577e-01
2.295068016121317669e+02 3.619234811837300225e-01
1.590685526185871765e+02 5.259945898451485746e-01
1.782242758477858615e+02 3.959440903726387240e-01
2.030988796200515765e+02 1.869205507828235469e-01
1.872875791950200437e+02 4.040253853100117531e-01
1.384795298862931645e+02 6.420106786965829038e-01
1.650630937186317908e+02 1.799135738541313145e-01
1.586765958732027286e+02 2.465955016636537933e-01
1.095024913635651131e+02 5.719386128756359655e-01
2.034885980596087620e+02 3.030100879242821899e-01
9.044463696086936011e+01 1.295701172450328675e+00
1.315960723331112092e+02 7.305638313657550897e-01
1.688190032092792023e+02 5.323028254932239411e-01
1.033938360646389469e+02 3.507939316139276342e-01
1.883467739538347416e+02 2.883171108667230698e-01
1.591370414998076228e+02 8.893993816850507272e-01
1.651474999327788566e+02 1.662238402870234999e-01
1.234696966294319793e+02 6.814695901627710883e-01
1.728519387262960265e+02 2.029791998901147032e-01
1.806073683118160318e+02 2.774934196921102769e-01
1.629006060542832870e+02 7.389907510657436340e-01
1.383088743489437036e+02 4.804860070238072822e-01
1.526872326195577330e+02 6.162577612688746598e-01
1.630047077976051071e+02 3.525871931354860878e-01
1.358828865546445002e+02 5.007239525379325595e-01
1.942472017463485372e+02 2.335516248033533415e-01
1.904074707632862840e+02 1.427771604424940000e-01
1.578166074861495929e+02 3.793158643893317361e-01
1.486058905612644878e+02 6.905060316896552974e-01
1.403264307150752757e+02 4.309315054551290380e-01
1.332870476064195202e+02 3.333745260376165809e-01
1.598391999841465747e+02 9.089931059412937886e-01
1.329480327040576242e+02 3.443623904008115133e-01
1.800536884126391044e+02 4.763159823362230205e-01
2.074223829538171913e+02 4.114035155629147678e-01
1.533147860287348578e+02 5.170907098662187451e-01
1.176993122070699087e+02 8.312338202767750595e-01
1.268458481670333100e+02 4.321036474379252312e-01
9.805066208932625216e+01 1.030072956612086976e+00
1.666890964943362121e+02 8.794484990704788396e-01
1.654811326748383635e+02 3.752927078135450678e-01
